mobilenet_LR0.0001_BS32_E20
Epoch,accuracy,loss,val_accuracy,val_loss
1,0.44379058480262756,1.6309031248092651,0.6669034361839294,1.00746488571167
2,0.618100643157959,1.1240729093551636,0.7215909361839294,0.8555694818496704
3,0.6591923832893372,0.9948848485946655,0.734375,0.8018222451210022
4,0.6740056872367859,0.9369294047355652,0.7510653138160706,0.770259439945221
5,0.6837459206581116,0.9012853503227234,0.74609375,0.7653517127037048
6,0.6991680264472961,0.8773356080055237,0.7649147510528564,0.7342072129249573
7,0.700385570526123,0.8688456416130066,0.7670454382896423,0.7136929631233215
8,0.7046469449996948,0.856438159942627,0.7709516882896423,0.7181475162506104
9,0.7027191519737244,0.8587520718574524,0.7688210010528564,0.7020655870437622
10,0.7076907753944397,0.8419350981712341,0.7674005627632141,0.6976963877677917
11,0.7052556872367859,0.8510221838951111,0.7819602489471436,0.6771995425224304
12,0.7035308480262756,0.850041389465332,0.7688210010528564,0.7029702663421631
13,0.7068790793418884,0.8398709893226624,0.7755681872367859,0.6876222491264343
14,0.705864429473877,0.8405055999755859,0.7780539989471436,0.6636431217193604
15,0.7090097665786743,0.840477466583252,0.7819602489471436,0.6749394536018372
16,0.716010570526123,0.8249497413635254,0.7901278138160706,0.6604242324829102
17,0.7186485528945923,0.8304097056388855,0.7759233117103577,0.6811463236808777
18,0.717836856842041,0.8139025568962097,0.7784090638160706,0.6688222289085388
19,0.7167207598686218,0.8326066136360168,0.7816051244735718,0.6723821759223938
20,0.716010570526123,0.8319340348243713,0.7819602489471436,0.6670349836349487
Test Loss: 0.684188723564148
Test Accuracy: 0.7634408473968506
