3,2,1,7,0,0,2,3,0
1,4,7,4,2,1,6,10,3
3,4,13,7,2,2,14,7,2
1,6,6,9,1,1,9,6,3
4,0,2,1,3,0,8,1,0
1,0,2,3,2,0,5,2,1
1,9,13,8,3,8,19,10,8
0,14,5,10,1,1,17,6,4
1,0,2,4,2,1,3,2,1
