Epoch,accuracy,loss,val_accuracy,val_loss
1,0.12355600297451019,2.648176431655884,0.25754526257514954,2.2585599422454834
2,0.34354594349861145,2.066500425338745,0.35613682866096497,1.9368209838867188
3,0.4751381278038025,1.6752886772155762,0.5372233390808105,1.3411297798156738
4,0.536413848400116,1.3888928890228271,0.6136820912361145,1.1856361627578735
5,0.6348568797111511,1.1108880043029785,0.6901408433914185,0.9686257839202881
6,0.6855851411819458,0.9342969059944153,0.6780683994293213,0.9189662933349609
7,0.738824725151062,0.7975452542304993,0.7022132873535156,0.8457533121109009
8,0.7649422287940979,0.6796345710754395,0.7162978053092957,0.7882904410362244
9,0.8011049628257751,0.5766518712043762,0.7565392255783081,0.7793889045715332
10,0.8106479048728943,0.5497782230377197,0.7323943376541138,0.8313189744949341
11,0.8066298365592957,0.5373745560646057,0.7243461012840271,0.82332843542099
12,0.8302360773086548,0.47923609614372253,0.6760563254356384,0.9627071619033813
13,0.8488196730613708,0.42892298102378845,0.7525150775909424,0.8267718553543091
14,0.8658965229988098,0.3659707307815552,0.7645875215530396,0.7337237596511841
15,0.8839778900146484,0.33839523792266846,0.7344064116477966,0.9115801453590393
16,0.8749372363090515,0.39375633001327515,0.758551299571991,0.8365367650985718
17,0.8764439821243286,0.33402594923973083,0.7665995955467224,0.8063347935676575
18,0.8990457057952881,0.2749076783657074,0.7404426336288452,0.8473778963088989
19,0.908086359500885,0.26689383387565613,0.7384305596351624,0.8466063737869263
20,0.9035660624504089,0.25407230854034424,0.758551299571991,0.8557112812995911
